proteinID	Result_Value	Result_Type	Dose	DoseUnit	Repeat	Temperature	ProjectName	ExperimentName	SampleGroup	SampleName
Protein_49	687900	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_49	3139900	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_49	824530	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_49	2163200	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_49	2511900	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_49	648490	Intensity	100	nM	1	58.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_49	420380	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_49	732650	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_49	799280	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_49	1104100	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_49	429950	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_49	3088000	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_49	1376000	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_49	332390	Intensity	0	nM	1	64.7	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	168870	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	1598600	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	5101000	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	4581600	Intensity	1000000	nM	1	58.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	2370500	Intensity	1000000	nM	1	61.8	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	1326700	Intensity	1000000	nM	1	64.7	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	6315800	Intensity	1000000	nM	1	66.2	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	816490	Intensity	1000000	nM	1	67	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_50	443220	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	149430	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	1334600	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	4929600	Intensity	100000	nM	1	54.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	9297100	Intensity	100000	nM	1	58.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	3903300	Intensity	100000	nM	1	61.8	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	3320800	Intensity	100000	nM	1	64.7	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	4511700	Intensity	100000	nM	1	66.2	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	4634800	Intensity	100000	nM	1	67	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_50	386310	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	598630	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	257580	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	1666100	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	4757300	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	5186200	Intensity	1000	nM	1	58.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	4929200	Intensity	1000	nM	1	61.8	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	3743400	Intensity	1000	nM	1	64.7	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	4190500	Intensity	1000	nM	1	66.2	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	4557700	Intensity	1000	nM	1	67	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_50	359310	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_50	4183300	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_50	1828100	Intensity	100	nM	1	58.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_50	2967200	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_50	4011300	Intensity	100	nM	1	64.7	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_50	3526600	Intensity	100	nM	1	66.2	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_50	3666000	Intensity	100	nM	1	67	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_50	272710	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	1614800	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	3778700	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	2204500	Intensity	0	nM	1	58.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	1485900	Intensity	0	nM	1	61.8	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	3379300	Intensity	0	nM	1	64.7	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	4239500	Intensity	0	nM	1	66.2	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_50	3018900	Intensity	0	nM	1	67	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	1231200	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	3009500	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	2339300	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	3416400	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	3568600	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	3889900	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	6738500	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	7962100	Intensity	1000000	nM	1	58.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	2456500	Intensity	1000000	nM	1	61.8	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	1559100	Intensity	1000000	nM	1	64.7	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	1301700	Intensity	1000000	nM	1	66.2	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	575340	Intensity	1000000	nM	1	67	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_51	1751400	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	1451500	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	3980000	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	2210700	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	4005100	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	1448000	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	6327200	Intensity	100000	nM	1	54.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	8608100	Intensity	100000	nM	1	58.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	1891900	Intensity	100000	nM	1	61.8	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	1494500	Intensity	100000	nM	1	64.7	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	823690	Intensity	100000	nM	1	66.2	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	1028300	Intensity	100000	nM	1	67	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_51	1913500	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	5409900	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	3944300	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	4059100	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	4852800	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	4561700	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	5928300	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	7508100	Intensity	1000	nM	1	58.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	3149000	Intensity	1000	nM	1	61.8	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	1421900	Intensity	1000	nM	1	64.7	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	1026800	Intensity	1000	nM	1	66.2	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	1132600	Intensity	1000	nM	1	67	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_51	2102300	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	2615100	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	1815700	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	3070300	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	2970300	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	3068400	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	6150500	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	7287400	Intensity	100	nM	1	58.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	2797300	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	563920	Intensity	100	nM	1	64.7	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	1272300	Intensity	100	nM	1	67	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_51	994180	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	2973500	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	842150	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	2479600	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	2456100	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	3220100	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	5473000	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	2967600	Intensity	0	nM	1	58.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	3464400	Intensity	0	nM	1	61.8	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	987220	Intensity	0	nM	1	64.7	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	2070200	Intensity	0	nM	1	66.2	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_51	1014300	Intensity	0	nM	1	67	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_52	1380600	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_52	1551300	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_52	1839700	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_52	1716400	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_52	1434900	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_52	1120400	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_52	3744600	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_52	962880	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_52	3496400	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_52	1020200	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_52	2206400	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_52	2005200	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_52	1254200	Intensity	100000	nM	1	54.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_52	2270600	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_52	2490300	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_52	4643800	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_52	1413400	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_52	2182000	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_52	364560	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_52	3201400	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_52	4214400	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_52	1655200	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_52	380110	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_52	1941900	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_52	1606800	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_52	1931300	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_52	2573600	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_52	2571900	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_52	347460	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_52	1286900	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_52	2671900	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_52	1816000	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	3904900	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	3271900	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	3912300	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	1179300	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	5157100	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	1219700	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	2919500	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	2146900	Intensity	1000000	nM	1	58.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	3933600	Intensity	1000000	nM	1	61.8	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	2340100	Intensity	1000000	nM	1	64.7	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	2288400	Intensity	1000000	nM	1	66.2	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_53	264370	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	3544000	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	733210	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	3834400	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	685870	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	291830	Intensity	100000	nM	1	54.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	177100	Intensity	100000	nM	1	58.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	4988700	Intensity	100000	nM	1	61.8	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	2007800	Intensity	100000	nM	1	64.7	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	1831700	Intensity	100000	nM	1	66.2	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	1728200	Intensity	100000	nM	1	67	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_53	177930	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	4496400	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	609020	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	3775000	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	953290	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	3060400	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	2007500	Intensity	1000	nM	1	58.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	5710000	Intensity	1000	nM	1	61.8	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	1525400	Intensity	1000	nM	1	64.7	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	1974900	Intensity	1000	nM	1	66.2	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	4356000	Intensity	1000	nM	1	67	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_53	1298700	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	2698600	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	944530	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	4151000	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	684890	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	2632400	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	2116900	Intensity	100	nM	1	58.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	4559100	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	4132800	Intensity	100	nM	1	64.7	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	1780100	Intensity	100	nM	1	66.2	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	2223600	Intensity	100	nM	1	67	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_53	4445100	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	2034600	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	2304900	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	2383300	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	3327500	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	1760400	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	2150800	Intensity	0	nM	1	58.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	868140	Intensity	0	nM	1	61.8	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	2524800	Intensity	0	nM	1	64.7	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	3231600	Intensity	0	nM	1	66.2	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_53	1438500	Intensity	0	nM	1	67	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_54	1802400	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	6194900	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	6453400	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	5750200	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	6870700	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	9870600	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	2227000	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	127680	Intensity	1000000	nM	1	58.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_54	1056500	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_54	6140900	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_54	9522100	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_54	6391900	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_54	8279200	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_54	6762800	Intensity	100000	nM	1	49.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_54	3582500	Intensity	100000	nM	1	54.1	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_54	2360200	Intensity	1000	nM	1	37	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	5320700	Intensity	1000	nM	1	37.6	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	7052000	Intensity	1000	nM	1	39	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	6892300	Intensity	1000	nM	1	41.5	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	9400500	Intensity	1000	nM	1	44.9	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	9259700	Intensity	1000	nM	1	49.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	3478300	Intensity	1000	nM	1	54.1	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	116060	Intensity	1000	nM	1	61.8	Project_1	Experiment_1	1uM	1uM_1000nM_1
Protein_54	1569300	Intensity	100	nM	1	37	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	4010600	Intensity	100	nM	1	37.6	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	5999200	Intensity	100	nM	1	39	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	7421200	Intensity	100	nM	1	41.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	8104500	Intensity	100	nM	1	44.9	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	9032700	Intensity	100	nM	1	49.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	3656700	Intensity	100	nM	1	54.1	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	409990	Intensity	100	nM	1	58.5	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	131640	Intensity	100	nM	1	61.8	Project_1	Experiment_1	0.1uM	0.1uM_100nM_1
Protein_54	760970	Intensity	0	nM	1	37	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_54	1808800	Intensity	0	nM	1	37.6	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_54	2997100	Intensity	0	nM	1	39	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_54	2069100	Intensity	0	nM	1	41.5	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_54	3834400	Intensity	0	nM	1	44.9	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_54	8695200	Intensity	0	nM	1	49.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_54	2236000	Intensity	0	nM	1	54.1	Project_1	Experiment_1	DMSO	DMSO_0nM_1
Protein_55	455870	Intensity	1000000	nM	1	37	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	952770	Intensity	1000000	nM	1	37.6	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	906380	Intensity	1000000	nM	1	39	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	656660	Intensity	1000000	nM	1	41.5	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	1326600	Intensity	1000000	nM	1	44.9	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	1220100	Intensity	1000000	nM	1	49.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	1779700	Intensity	1000000	nM	1	54.1	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	334260	Intensity	1000000	nM	1	61.8	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	517650	Intensity	1000000	nM	1	64.7	Project_1	Experiment_1	1000uM	1000uM_1000000nM_1
Protein_55	1391000	Intensity	100000	nM	1	37	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_55	2291000	Intensity	100000	nM	1	37.6	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_55	2926300	Intensity	100000	nM	1	39	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_55	1954100	Intensity	100000	nM	1	41.5	Project_1	Experiment_1	100uM	100uM_100000nM_1
Protein_55	790960	Intensity	100000	nM	1	44.9	Project_1	Experiment_1	100uM	100uM_100000nM_1
